AWAY_NAME,HOME_NAME,AWAY_GamesWon,AWAY_GamesLost,HOME_GamesWon,HOME_GamesLost,HOMEvsAWAY_winRatio,AWAY_longestWinStreak,AWAY_longestLoseStreak,HOME_longestWinStreak,HOME_longestLoseStreak,AWAY_homeTurfAdvantage,HOME_homeTurfAdvantage,AWAY_nonconsecutiveWins,AWAY_nonconsecutiveLosts,HOME_nonconsecutiveWins,HOME_nonconsecutiveLosts,AWAY TEAM 2P %,AWAY TEAM 3P %,AWAY TEAM FT %,AWAY TEAM ALL throws %,HOME TEAM 2P %,HOME TEAM 3P %,HOME TEAM FT %,HOME TEAM ALL throws %,AWAY TEAM FOULS,HOME TEAM FOULS,AWAY TEAM TO,AWAY TEAM OR,AWAY TEAM DR,HOME TEAM TO,HOME TEAM OR,HOME TEAM DR,Q1 lead HOME vs AWAY,Q2 lead HOME vs AWAY,Q3 lead HOME vs AWAY,Q4 lead HOME vs AWAY,diffPTS_Q2,diffPTS_Q3,finalScoreDifferential,HOME_win
ATL,CHI,5,0,3,4,0,5,0,1,2,1.0,0.5,0,0,3,1,0.46,0.34,0.75,0.43,0.47,0.36,0.76,0.45,8,12,14,13,31,15,13,32,3,6,10,9,3,4,-5,False
DEN,CHA,3,3,2,4,0,2,2,1,2,0.3333,0.0,1,1,2,1,0.47,0.24,0.76,0.43,0.49,0.37,0.79,0.46,17,9,17,12,35,15,10,27,0,7,3,1,-1,4,-8,False
DET,SAC,4,2,3,4,0,4,2,3,4,0.3333,1.0,0,0,0,0,0.46,0.36,0.82,0.44,0.54,0.46,0.73,0.52,13,12,12,9,29,14,11,28,6,10,16,16,-18,-20,-8,False
LAL,DAL,5,0,2,4,0,5,0,1,2,1.0,-1.0,0,0,2,2,0.46,0.44,0.73,0.45,0.45,0.26,0.82,0.42,13,10,17,14,31,12,9,30,-5,-6,-3,-7,2,7,-7,False
MIL,CLE,3,4,5,2,0,2,2,4,1,-0.3333,1.0,1,2,1,2,0.48,0.33,0.72,0.45,0.5,0.33,0.78,0.46,13,12,18,10,30,14,10,27,-4,1,2,3,-10,-9,6,True
MIN,GS,1,5,2,5,0,1,5,1,2,-0.3333,-0.3333,1,0,2,1,0.49,0.31,0.76,0.46,0.49,0.33,0.74,0.46,12,13,12,10,30,14,12,31,2,1,0,2,-6,-1,3,True
NY,SA,4,2,1,4,0,3,2,1,3,0.5,-1.0,1,0,1,0,0.5,0.39,0.73,0.48,0.47,0.35,0.71,0.44,11,9,14,11,31,8,10,29,-5,-6,-7,-8,-5,7,12,True
UTA,PHI,5,1,2,4,0,5,1,1,2,1.0,0.3333,0,0,2,2,0.49,0.35,0.72,0.47,0.5,0.4,0.7,0.48,13,8,15,10,28,14,14,32,4,7,8,15,-5,7,-13,False
ATL,BOS,6,0,7,1,0,6,0,5,1,1.0,1.0,0,0,0,1,0.46,0.34,0.75,0.43,0.45,0.3,0.78,0.41,8,13,13,13,31,15,10,31,0,-2,-1,3,-3,-10,1,True
HOU,PHO,4,3,6,2,0,3,2,3,1,0.3333,0.3333,1,0,1,2,0.45,0.33,0.79,0.42,0.51,0.39,0.76,0.48,12,14,14,10,31,14,8,30,-1,-2,-1,-4,2,7,-12,False
IND,NJ,3,3,2,4,-1.0,2,2,1,2,0.5,-0.3333,1,1,2,0,0.5,0.34,0.79,0.46,0.44,0.31,0.77,0.41,12,14,19,13,31,13,13,29,-3,-3,-5,-3,-3,0,-11,False
LAL,NO,6,0,4,2,0,6,0,3,2,1.0,0.3333,0,0,0,0,0.46,0.41,0.73,0.44,0.48,0.4,0.79,0.46,13,10,16,15,31,15,9,28,-3,1,0,0,6,3,-7,False
NY,MEM,4,3,3,5,0,3,2,1,2,0.5,1.0,1,0,3,3,0.49,0.39,0.71,0.47,0.46,0.34,0.76,0.43,10,12,14,11,31,16,11,32,2,-1,3,6,-3,3,-29,False
ORL,OKC,4,3,1,6,0,4,2,1,4,0.3333,-0.5,0,0,1,0,0.51,0.29,0.7,0.45,0.44,0.32,0.75,0.42,15,11,14,10,32,16,12,32,-1,1,-2,0,-1,1,-17,False
PHI,TOR,2,5,4,3,1.0,1,3,3,2,0.0,0.0,2,2,1,0,0.49,0.37,0.71,0.46,0.46,0.37,0.79,0.44,12,10,16,13,29,13,9,31,1,-2,-2,-1,-12,4,-10,False
POR,MIA,4,3,4,3,0,3,2,2,1,1.0,1.0,1,1,1,3,0.52,0.39,0.8,0.48,0.49,0.39,0.71,0.46,12,12,11,9,25,14,12,29,1,8,7,9,-1,1,-8,False
SA,MIL,2,4,3,5,0,1,3,2,3,-0.5,-0.3333,1,1,1,2,0.47,0.37,0.7,0.44,0.5,0.31,0.74,0.46,10,16,11,8,33,16,10,28,-2,-3,-7,0,-3,3,4,True
SAC,LAC,3,5,1,6,0,3,4,1,6,0.5,-0.6,0,0,0,0,0.54,0.44,0.71,0.52,0.45,0.29,0.64,0.42,13,12,15,10,26,13,12,30,0,-2,-1,-2,0,2,-5,False
UTA,WAS,6,1,0,5,0,5,1,0,5,1.0,-1.0,0,1,0,0,0.47,0.33,0.74,0.46,0.53,0.32,0.68,0.48,12,12,15,11,29,15,12,33,5,1,3,3,-12,4,8,True
DAL,CHI,2,5,3,5,0,1,3,1,2,-1.0,0.2,2,2,3,1,0.46,0.27,0.81,0.42,0.47,0.36,0.75,0.45,13,13,12,12,33,15,14,32,2,5,7,7,6,3,7,True
DEN,CLE,4,3,6,2,0,3,2,5,1,0.3333,1.0,1,1,1,2,0.47,0.24,0.74,0.43,0.51,0.31,0.79,0.46,16,12,17,11,34,14,10,27,-3,2,2,3,4,-9,11,True
DET,GS,5,2,3,5,0,4,2,1,2,0.3333,0.0,0,0,2,1,0.47,0.35,0.79,0.45,0.49,0.34,0.74,0.46,13,12,11,10,29,15,12,31,2,2,0,2,0,2,-5,False
ATL,NJ,6,1,2,5,0,6,1,1,3,1.0,-0.5,0,0,2,0,0.47,0.32,0.76,0.43,0.44,0.32,0.77,0.41,10,14,13,11,30,14,13,29,-3,-4,-6,-4,0,-1,7,True
DEN,BOS,4,4,8,1,0,3,2,6,1,0.3333,1.0,1,1,0,1,0.49,0.26,0.75,0.45,0.46,0.29,0.78,0.42,15,13,17,11,33,15,11,31,0,-2,-1,3,-3,7,-9,False
DET,LAL,6,2,7,0,0,4,2,7,0,0.3333,1.0,0,0,0,0,0.46,0.32,0.78,0.44,0.47,0.39,0.72,0.44,13,12,12,10,30,17,11,34,-2,-2,-2,1,7,-7,-11,False
HOU,SA,5,3,2,5,0,3,2,1,3,0.3333,-0.5,1,1,2,1,0.44,0.31,0.8,0.42,0.46,0.34,0.7,0.44,11,8,14,10,32,9,11,31,-4,-7,-6,-3,-7,-19,2,True
MIL,MEM,4,5,3,6,0,2,3,1,3,0.0,0.3333,1,2,3,3,0.49,0.29,0.73,0.45,0.46,0.34,0.76,0.44,13,11,17,10,30,16,10,32,2,-2,1,2,-12,-6,-5,False
OKC,NY,1,7,5,3,0,1,5,3,2,-0.6,0.5,1,0,1,1,0.43,0.31,0.75,0.42,0.5,0.38,0.72,0.48,13,9,14,11,32,16,11,34,0,-1,2,1,-29,-16,10,True
ORL,DAL,5,3,2,6,0,4,2,1,4,0.3333,-1.0,0,1,2,2,0.49,0.28,0.71,0.44,0.45,0.27,0.8,0.42,14,11,13,9,33,13,10,31,-4,-4,-1,-6,-29,-16,-2,False
PHI,IND,3,5,4,3,0,1,3,3,2,0.0,0.5,2,2,1,1,0.49,0.36,0.73,0.46,0.49,0.35,0.78,0.45,12,12,15,12,29,14,11,30,1,1,1,4,-6,-7,-2,False
PHO,SAC,6,3,4,5,0,3,1,3,4,0.0,0.5,1,2,0,1,0.5,0.37,0.77,0.47,0.52,0.45,0.71,0.51,11,12,14,8,29,13,11,28,5,7,11,11,-7,-19,-2,False
POR,NO,5,3,4,3,0,4,2,3,2,1.0,0.0,1,1,1,0,0.52,0.39,0.8,0.48,0.48,0.39,0.77,0.46,12,11,11,9,26,15,9,29,-4,-2,-2,-1,-3,2,5,True
UTA,CHA,6,2,2,5,0,5,1,1,2,1.0,-0.2,1,1,2,1,0.47,0.33,0.75,0.45,0.49,0.35,0.77,0.45,13,10,15,11,28,16,9,27,1,6,1,0,5,-1,8,True
WAS,MIA,1,5,4,4,0,1,5,2,1,-0.3333,0.5,0,0,2,3,0.51,0.33,0.7,0.47,0.49,0.39,0.72,0.46,14,12,14,8,27,15,11,29,-1,6,6,7,5,-1,20,True
BOS,MIL,8,2,5,5,-1.0,6,1,2,3,0.6667,0.0,0,1,1,2,0.45,0.3,0.78,0.41,0.49,0.29,0.76,0.45,14,15,19,11,32,14,10,29,-2,-2,-6,0,-6,1,-5,False
GS,LAC,3,6,1,7,0,1,2,1,6,-0.2,-0.6667,3,1,1,0,0.48,0.32,0.74,0.45,0.45,0.32,0.65,0.43,16,12,15,15,31,13,11,29,-1,-2,-3,-3,7,-7,-18,False
IND,CHI,4,4,4,5,0,3,2,1,2,0.2,0.3333,1,1,3,1,0.49,0.35,0.76,0.45,0.46,0.35,0.75,0.44,11,13,17,13,31,14,13,32,1,4,7,7,8,7,13,True
NJ,ATL,3,5,6,2,-1.0,1,3,6,2,-0.2,1.0,2,0,0,0,0.44,0.35,0.77,0.42,0.47,0.35,0.76,0.44,14,12,14,9,29,13,13,30,-6,-2,-3,0,-1,-3,-12,False
NO,HOU,5,3,5,4,0,3,2,3,2,0.2,0.3333,1,1,2,1,0.48,0.38,0.77,0.45,0.44,0.33,0.79,0.42,12,9,13,9,29,13,12,32,-2,-2,-2,2,-3,2,9,True
OKC,PHI,1,8,4,5,0,1,6,2,3,-0.6,0.0,1,0,2,2,0.44,0.31,0.75,0.42,0.49,0.35,0.71,0.46,13,9,14,11,33,15,13,32,3,3,6,7,24,16,25,True
POR,MIN,5,4,1,6,-1.0,4,2,1,6,1.0,-0.3333,1,1,1,0,0.51,0.38,0.8,0.48,0.49,0.32,0.77,0.46,12,11,11,9,26,13,12,32,-1,2,-1,1,-3,2,-5,False
UTA,CLE,6,3,7,2,0,5,2,6,1,1.0,1.0,1,1,1,2,0.47,0.34,0.75,0.45,0.52,0.32,0.79,0.47,14,12,16,12,27,13,10,27,-3,1,3,4,1,3,12,True
DAL,NY,2,7,6,3,0,1,5,3,2,-1.0,0.6,2,2,1,1,0.45,0.28,0.81,0.42,0.5,0.37,0.72,0.47,13,10,12,13,33,16,11,35,1,2,3,2,10,8,-10,False
DET,PHO,7,2,7,3,0,4,2,3,1,0.3333,0.0,0,0,1,3,0.47,0.31,0.77,0.44,0.5,0.36,0.77,0.46,13,13,13,10,30,14,9,30,-1,-4,-4,-5,-9,-15,18,True
MIA,TOR,5,4,4,4,0,2,1,3,2,0.6,-0.3333,2,4,1,0,0.5,0.38,0.71,0.46,0.47,0.35,0.8,0.44,13,9,15,10,29,13,10,30,-1,-2,-3,-3,13,23,11,True
MIN,DEN,1,7,5,4,0,1,7,3,2,-0.5,0.3333,1,0,1,2,0.49,0.32,0.79,0.46,0.48,0.27,0.76,0.44,12,14,12,11,30,15,11,31,0,2,3,1,10,6,6,True
ORL,CHA,6,3,3,5,0,4,2,1,2,0.3333,0.0,0,1,2,1,0.49,0.29,0.72,0.44,0.48,0.36,0.77,0.45,14,10,13,10,33,16,10,27,0,6,1,1,10,8,-5,False
SA,SAC,3,5,4,6,0,1,3,3,4,-0.2,0.2,2,2,1,1,0.46,0.35,0.7,0.44,0.52,0.43,0.72,0.5,10,13,11,8,32,14,11,28,4,5,9,10,-3,-7,-2,False
HOU,OKC,6,4,1,9,-1.0,3,2,1,7,0.5,-0.6,2,2,1,0,0.45,0.33,0.8,0.42,0.45,0.32,0.73,0.43,11,11,13,10,31,15,12,34,-1,0,0,2,12,17,-11,False
PHO,UTA,8,3,6,4,0,3,1,5,3,0.2,1.0,1,3,1,1,0.5,0.37,0.75,0.47,0.47,0.34,0.76,0.45,12,11,15,9,29,15,12,28,0,0,4,4,15,14,12,True
SA,LAC,4,5,1,8,0,2,3,1,6,-0.2,-0.7143,2,2,1,0,0.46,0.36,0.72,0.44,0.45,0.31,0.68,0.42,9,12,11,8,31,13,12,28,-2,-3,-3,-4,-1,4,-3,False
ATL,IND,6,3,4,5,0,6,3,3,2,0.3333,0.2,0,0,1,1,0.47,0.35,0.77,0.44,0.48,0.34,0.78,0.44,12,12,14,11,29,14,10,32,4,2,2,4,-5,-12,17,True
CHI,LAL,5,5,7,1,0,2,2,7,1,0.4286,0.5,3,1,0,0,0.46,0.35,0.77,0.44,0.47,0.37,0.72,0.44,15,13,16,11,30,16,11,33,-3,-3,-4,-1,8,8,7,True
CLE,NJ,8,2,4,5,0,7,1,2,3,1.0,-0.2,1,2,2,0,0.52,0.32,0.8,0.47,0.45,0.35,0.77,0.42,13,14,16,12,27,13,12,28,-2,-4,-7,-4,-7,4,-24,False
DAL,CHA,3,7,3,6,0,1,5,1,2,-1.0,-0.1429,2,2,3,1,0.45,0.29,0.81,0.42,0.48,0.35,0.76,0.45,13,10,12,13,34,15,10,27,0,5,1,0,7,2,-17,False
MIA,WAS,5,5,1,6,-1.0,2,1,1,5,0.6,-0.3333,3,4,1,0,0.5,0.38,0.73,0.46,0.52,0.32,0.7,0.47,13,11,15,10,28,15,13,32,4,3,5,6,-4,2,-7,False
MIL,DEN,5,6,6,4,0,2,3,3,2,-0.2,0.5,1,2,1,2,0.48,0.3,0.76,0.44,0.46,0.29,0.76,0.43,13,13,18,11,30,14,11,31,1,2,2,2,-12,-12,9,True
NY,BOS,6,4,9,2,0,3,2,6,1,0.3333,0.6667,1,1,0,2,0.5,0.37,0.73,0.47,0.44,0.31,0.79,0.41,11,13,14,11,33,15,11,30,0,-4,-2,1,7,2,9,True
POR,GS,6,4,4,6,0,4,2,1,2,1.0,-0.2,1,2,3,2,0.51,0.37,0.82,0.47,0.48,0.31,0.76,0.45,12,12,11,9,27,14,13,31,1,1,-2,-1,10,6,5,True
SAC,MEM,4,7,3,7,-1.0,3,4,1,4,0.0,0.0,1,1,3,3,0.51,0.42,0.73,0.5,0.46,0.33,0.78,0.44,12,12,15,10,27,15,10,32,2,-1,0,2,-1,4,15,True
TOR,ORL,5,4,7,3,0,3,2,4,2,0.0,0.3333,1,0,0,1,0.47,0.35,0.8,0.45,0.49,0.28,0.72,0.44,11,12,13,9,29,13,12,32,0,0,1,1,-4,2,13,True
CHI,POR,5,6,6,5,0,2,2,4,2,0.4286,1.0,3,1,2,2,0.46,0.35,0.77,0.44,0.5,0.37,0.83,0.47,14,10,16,12,31,12,10,29,-1,1,4,3,5,16,42,True
CLE,DET,9,2,7,3,0,8,1,4,2,1.0,0.3333,1,2,0,0,0.51,0.31,0.79,0.46,0.48,0.33,0.75,0.45,13,13,15,12,28,13,12,30,1,-2,-3,-3,3,-12,7,True
DAL,HOU,4,7,7,4,1.0,2,5,3,2,-1.0,0.5,2,2,2,2,0.45,0.27,0.81,0.42,0.44,0.34,0.79,0.42,13,9,12,13,34,13,11,31,-1,-1,-1,1,-20,-16,-10,False
DEN,SA,7,4,5,5,0,3,2,3,3,0.6,-0.2,1,2,2,2,0.47,0.29,0.76,0.44,0.46,0.34,0.72,0.44,15,7,17,11,32,11,10,31,-2,-6,-5,-3,14,18,-10,False
LAC,OKC,1,9,1,10,0,1,6,1,8,-0.75,-0.6667,1,0,1,0,0.45,0.3,0.69,0.42,0.44,0.33,0.73,0.42,12,11,14,11,34,15,12,33,-1,0,-1,0,-5,-4,-20,False
MIL,UTA,5,7,7,4,0,2,3,5,3,-0.2,1.0,1,2,1,1,0.48,0.3,0.77,0.44,0.47,0.35,0.76,0.45,14,11,18,11,30,15,13,28,-1,0,4,5,14,18,11,True
PHI,MIN,5,5,1,8,0,3,3,1,8,0.2,-0.5,2,2,1,0,0.49,0.36,0.7,0.46,0.47,0.33,0.78,0.45,11,11,15,13,30,12,12,31,0,3,0,1,4,19,6,True
SAC,NO,4,8,5,4,0,3,4,3,2,0.0,0.2,1,1,2,1,0.51,0.44,0.73,0.5,0.48,0.38,0.79,0.45,13,10,15,10,27,14,9,29,-3,-1,0,0,17,19,-9,False
TOR,MIA,5,5,6,5,-1.0,3,2,2,1,0.0,0.6,2,0,3,5,0.47,0.36,0.8,0.45,0.49,0.37,0.74,0.46,11,11,14,9,29,15,12,30,0,5,6,7,0,6,-6,False
WAS,ATL,1,7,6,4,0,1,5,6,4,-0.5,0.3333,1,0,0,0,0.51,0.31,0.72,0.46,0.48,0.38,0.76,0.45,13,13,13,8,27,13,12,30,-4,-1,-2,0,-2,-6,4,True
DET,BOS,8,3,10,2,1.0,4,2,6,1,0.5,0.7143,0,1,0,2,0.48,0.33,0.76,0.46,0.45,0.32,0.78,0.42,12,13,13,10,30,15,11,30,0,-3,-1,2,-11,-2,18,True
LAL,PHO,8,1,8,4,0,7,1,3,1,0.6,0.2,0,1,1,3,0.47,0.37,0.72,0.44,0.5,0.37,0.75,0.47,12,13,16,13,31,14,9,30,-1,-2,-1,-2,5,16,-13,False
BOS,MIN,11,2,2,8,0,6,1,1,8,0.75,-0.2,0,2,1,0,0.45,0.33,0.77,0.43,0.47,0.33,0.78,0.45,14,11,18,10,31,12,11,30,-1,3,1,1,9,20,-17,False
CHA,ATL,3,7,7,4,0,1,2,6,4,-0.25,0.5,3,1,0,0,0.48,0.32,0.77,0.44,0.47,0.37,0.76,0.45,13,12,14,12,26,14,13,30,-4,-2,-2,1,-20,-16,5,True
CHI,GS,5,7,5,6,0,2,2,2,2,0.4286,0.0,3,1,3,2,0.47,0.36,0.77,0.45,0.48,0.32,0.77,0.45,14,13,17,12,29,15,12,31,1,1,-1,0,25,31,-5,False
DEN,LAL,8,4,9,1,1.0,4,2,7,1,0.6,0.6,1,2,0,1,0.47,0.27,0.76,0.43,0.47,0.36,0.71,0.44,15,12,17,10,32,16,12,33,-2,-3,-3,-1,-10,-21,14,True
HOU,WAS,7,5,1,8,0,3,2,1,5,0.2,-0.5,2,2,1,0,0.44,0.33,0.78,0.42,0.5,0.31,0.72,0.46,11,10,13,10,32,15,13,32,3,2,3,4,-7,-11,-12,False
LAC,PHI,2,9,5,6,0,1,6,3,3,-0.75,0.2,1,0,2,2,0.45,0.31,0.72,0.42,0.49,0.36,0.71,0.46,12,9,14,11,33,15,13,32,2,3,7,8,3,-13,1,True
MEM,DAL,4,7,5,7,0,1,4,3,5,0.2,-1.0,3,3,2,2,0.47,0.36,0.78,0.45,0.45,0.27,0.8,0.41,14,12,16,11,31,13,11,32,-4,-3,-2,-6,17,19,15,True
NJ,TOR,4,6,6,5,0,2,3,3,2,-0.3333,0.0,2,0,2,1,0.45,0.33,0.77,0.42,0.47,0.36,0.79,0.45,14,9,14,9,29,14,10,30,-1,-3,-2,0,3,-12,-2,False
NO,OKC,5,5,1,11,0,3,2,1,9,0.0,-0.7143,2,1,1,0,0.49,0.36,0.79,0.46,0.44,0.34,0.75,0.42,12,10,13,9,28,15,12,33,0,0,-2,-1,3,-1,-25,False
NY,MIL,6,5,5,8,1.0,3,2,2,3,0.3333,-0.2,1,1,1,2,0.5,0.37,0.73,0.47,0.49,0.31,0.77,0.45,11,14,14,11,32,14,10,28,0,-2,-4,1,9,12,17,True
ORL,IND,8,3,5,5,0,4,2,3,2,0.4286,0.3333,0,1,1,1,0.49,0.3,0.72,0.44,0.49,0.37,0.77,0.45,13,12,14,10,32,14,10,32,4,3,4,5,0,6,-2,False
POR,SAC,7,5,5,8,0,4,2,3,4,1.0,0.0,2,3,1,1,0.51,0.38,0.83,0.47,0.52,0.42,0.74,0.5,12,12,13,10,26,14,11,28,5,6,8,8,25,31,-21,False
UTA,SA,8,4,5,6,0,5,3,3,3,1.0,-0.3333,1,1,2,2,0.48,0.36,0.76,0.46,0.46,0.32,0.73,0.43,14,8,16,11,27,11,10,31,-2,-6,-6,-4,-2,-2,25,True
ATL,CLE,8,4,9,3,0,6,4,8,1,0.6,1.0,0,0,1,2,0.47,0.38,0.76,0.45,0.51,0.32,0.79,0.47,12,13,13,10,29,13,10,27,-3,0,1,3,4,-1,14,True
HOU,ORL,8,5,9,3,0,3,2,5,2,0.2,0.4286,2,3,0,1,0.45,0.32,0.78,0.42,0.48,0.31,0.72,0.43,11,11,13,10,32,14,12,32,0,1,2,2,1,7,-5,False
IND,MIA,5,6,6,6,0,3,2,2,1,0.1429,0.3333,2,1,4,5,0.48,0.38,0.77,0.45,0.49,0.36,0.73,0.46,11,11,17,12,33,15,11,30,0,4,5,6,4,7,9,True
LAC,NJ,2,10,5,6,0,1,6,2,3,-0.75,-0.3333,2,0,2,1,0.45,0.31,0.72,0.42,0.45,0.34,0.78,0.42,12,14,15,12,33,13,12,28,-1,-2,-6,-6,-3,-4,17,True
MIL,CHA,6,8,3,8,0,2,3,1,3,0.0,-0.25,1,2,3,1,0.48,0.31,0.76,0.45,0.47,0.34,0.77,0.44,14,10,17,11,30,16,10,27,-3,3,-1,-1,3,12,-5,False
OKC,NO,1,12,6,5,1.0,1,10,3,2,-0.75,0.0,1,0,2,1,0.43,0.35,0.76,0.42,0.48,0.37,0.8,0.45,13,10,14,11,33,15,9,29,-3,-3,-2,-3,-21,-26,12,True
POR,PHO,8,5,8,5,1.0,4,2,3,2,1.0,0.0,2,3,1,3,0.51,0.37,0.82,0.48,0.5,0.37,0.74,0.47,12,12,13,10,25,14,9,30,-1,-2,-2,-2,-6,-25,10,True
UTA,MEM,8,5,4,8,0,5,3,1,4,1.0,0.2,1,1,4,3,0.48,0.38,0.76,0.46,0.46,0.36,0.79,0.44,14,11,16,11,27,16,10,33,2,1,3,4,8,24,-9,False
WAS,NY,1,9,6,6,1.0,1,5,3,3,-0.6,0.3333,1,0,1,1,0.49,0.3,0.73,0.45,0.5,0.36,0.73,0.47,13,10,13,9,28,15,11,36,2,3,4,4,1,7,5,True
BOS,TOR,12,2,6,6,-1.0,6,1,3,2,0.75,-0.2,0,2,3,1,0.45,0.32,0.78,0.42,0.47,0.37,0.79,0.45,14,9,18,10,32,14,10,31,0,-1,-1,0,3,-22,-15,False
CHI,DEN,6,7,8,5,0,2,2,4,2,0.4286,0.6,3,1,1,2,0.47,0.35,0.77,0.45,0.48,0.27,0.76,0.44,14,13,17,12,29,15,11,30,2,3,3,2,2,2,13,True
GS,PHI,5,7,6,6,0,2,2,3,3,-0.1429,0.3333,3,2,2,3,0.48,0.31,0.77,0.45,0.49,0.35,0.71,0.46,15,9,15,14,31,15,13,31,3,3,6,8,2,2,8,True
MIN,DET,2,9,8,4,0,1,8,4,2,-0.3333,0.5,2,0,1,1,0.46,0.32,0.78,0.44,0.48,0.35,0.75,0.46,12,13,13,10,31,13,11,30,0,-2,-1,0,3,-22,-26,False
SAC,LAL,5,9,10,1,0,3,4,7,1,-0.1429,0.6667,2,1,0,1,0.52,0.41,0.74,0.5,0.48,0.35,0.72,0.45,12,12,15,10,26,16,12,32,-1,-1,-1,0,-6,-25,10,True
CHI,UTA,6,8,9,5,0,2,2,5,3,0.4286,1.0,4,1,1,2,0.48,0.35,0.77,0.46,0.48,0.37,0.77,0.46,15,11,17,12,29,14,12,28,0,0,4,6,4,-2,-1,False
HOU,MIA,9,5,7,6,0,3,2,2,1,0.2,0.4286,2,3,4,6,0.45,0.31,0.79,0.42,0.49,0.37,0.74,0.46,11,11,13,10,32,14,11,30,-1,3,4,6,2,-2,-9,False
MIL,ORL,7,8,9,4,0,2,3,5,2,0.0,0.25,1,2,0,1,0.48,0.3,0.75,0.44,0.48,0.31,0.73,0.43,14,11,17,11,31,14,12,32,-1,1,2,1,1,-10,7,True
NO,LAC,7,5,2,11,0,3,2,1,6,0.1429,-0.75,2,1,2,0,0.49,0.36,0.81,0.46,0.45,0.33,0.71,0.43,12,10,13,8,27,14,12,29,0,-2,-3,-4,5,10,-12,False
PHI,CHA,7,6,3,9,0,3,3,1,4,0.4286,-0.3333,2,3,3,1,0.48,0.36,0.71,0.46,0.47,0.32,0.75,0.44,11,11,16,13,30,16,10,27,-2,3,-2,-2,18,10,9,True
SA,MEM,6,6,4,9,0,3,3,1,4,-0.1429,0.0,2,3,4,3,0.46,0.34,0.73,0.44,0.46,0.36,0.79,0.44,10,11,13,7,31,16,10,32,2,0,2,3,8,24,-13,False
SAC,POR,5,10,8,6,1.0,3,4,4,2,-0.1429,1.0,2,1,2,3,0.52,0.42,0.74,0.5,0.51,0.38,0.81,0.48,12,10,15,10,26,13,11,29,1,2,4,4,9,16,1,True
CLE,NY,10,3,7,6,0,8,1,3,3,1.0,0.4286,1,3,1,1,0.52,0.32,0.8,0.47,0.5,0.37,0.74,0.47,13,10,15,11,27,15,11,35,3,3,4,4,17,21,-18,False
GS,WAS,5,8,1,10,0,2,2,1,5,-0.1429,-0.6,3,2,1,0,0.48,0.32,0.77,0.45,0.49,0.32,0.74,0.45,15,11,16,14,30,15,13,31,4,1,4,3,18,10,24,True
IND,DAL,5,7,6,7,0,3,2,4,5,0.1429,-0.6,2,1,2,2,0.48,0.39,0.77,0.45,0.44,0.28,0.81,0.41,11,12,17,12,32,13,11,32,-3,-3,-1,-5,-12,0,3,True
NJ,LAL,6,6,11,1,0,2,3,7,1,-0.1429,0.7143,2,1,0,1,0.45,0.36,0.76,0.43,0.48,0.37,0.72,0.45,15,11,13,9,29,16,12,32,0,0,0,1,8,13,27,True
PHO,OKC,9,5,1,13,0,3,2,1,11,0.1429,-0.75,1,3,1,0,0.5,0.37,0.74,0.47,0.44,0.35,0.77,0.43,12,10,14,9,28,16,12,33,-1,-1,-3,-2,5,10,-1,False
CHA,TOR,4,9,6,7,1.0,1,4,3,2,-0.2,-0.3333,3,1,3,1,0.48,0.34,0.75,0.45,0.47,0.38,0.8,0.45,12,10,15,11,27,14,10,30,-1,-2,-3,-2,0,4,7,True
CHI,SA,7,8,7,6,0,2,2,3,3,0.4286,-0.1429,4,2,2,3,0.49,0.34,0.76,0.46,0.46,0.33,0.73,0.44,14,8,17,12,29,11,10,30,-2,-5,-5,-2,-8,3,10,True
DEN,LAC,9,5,2,12,-1.0,4,2,1,6,0.6667,-0.7778,1,3,2,0,0.49,0.27,0.76,0.44,0.44,0.33,0.71,0.42,15,10,17,11,31,14,12,29,0,-2,-4,-4,4,-2,-1,False
GS,BOS,5,9,13,2,0,2,3,6,1,-0.1429,0.75,3,2,0,2,0.48,0.33,0.77,0.45,0.45,0.33,0.79,0.42,14,13,16,14,30,15,11,30,-1,-2,-3,0,14,21,8,True
IND,HOU,5,8,10,5,0,3,3,3,2,0.1429,0.2,2,1,2,3,0.49,0.38,0.77,0.46,0.45,0.32,0.78,0.42,11,10,17,12,32,12,10,30,-2,-2,-2,-2,-7,-6,-1,False
MEM,UTA,4,10,9,6,1.0,1,4,5,3,-0.1429,0.7143,4,3,2,2,0.46,0.35,0.79,0.44,0.48,0.36,0.77,0.47,13,11,15,11,31,14,12,27,0,0,4,5,-5,-17,17,True
MIA,POR,7,7,9,6,1.0,2,1,4,2,0.25,1.0,5,6,2,4,0.49,0.37,0.73,0.46,0.51,0.38,0.81,0.47,13,10,15,10,29,13,11,29,1,2,4,4,-8,-5,38,True
MIL,ATL,7,9,8,5,0,2,3,6,4,0.0,0.6,1,2,0,0,0.48,0.31,0.75,0.45,0.48,0.37,0.77,0.45,15,11,17,11,31,14,12,30,-3,0,0,2,11,11,6,True
NJ,SAC,6,7,5,11,0,2,3,3,4,-0.1429,-0.1429,2,1,2,1,0.46,0.36,0.76,0.44,0.51,0.42,0.74,0.5,15,11,13,9,29,15,11,28,4,5,6,5,2,14,-2,False
NY,DET,7,7,8,5,0,3,3,4,2,0.25,0.2,2,1,1,1,0.5,0.37,0.74,0.47,0.47,0.35,0.75,0.45,11,12,13,11,33,13,11,29,0,-2,-3,-2,-29,-29,14,True
