AWAY_NAME,HOME_NAME,AWAY_GamesWon,AWAY_GamesLost,HOME_GamesWon,HOME_GamesLost,HOMEvsAWAY_winRatio,AWAY_longestWinStreak,AWAY_longestLoseStreak,HOME_longestWinStreak,HOME_longestLoseStreak,AWAY_homeTurfAdvantage,HOME_homeTurfAdvantage,AWAY_nonconsecutiveWins,AWAY_nonconsecutiveLosts,HOME_nonconsecutiveWins,HOME_nonconsecutiveLosts,AWAY TEAM 2P %,AWAY TEAM 3P %,AWAY TEAM FT %,AWAY TEAM ALL throws %,HOME TEAM 2P %,HOME TEAM 3P %,HOME TEAM FT %,HOME TEAM ALL throws %,AWAY TEAM FOULS,HOME TEAM FOULS,AWAY TEAM TO,AWAY TEAM OR,AWAY TEAM DR,HOME TEAM TO,HOME TEAM OR,HOME TEAM DR,Q1 lead HOME vs AWAY,Q2 lead HOME vs AWAY,Q3 lead HOME vs AWAY,Q4 lead HOME vs AWAY,diffPTS_Q2,diffPTS_Q3,finalScoreDifferential,HOME_win
CHA,DET,34,42,36,40,0.3333,6,7,7,8,0.1,0.0,7,7,7,5,0.49,0.37,0.76,0.47,0.48,0.33,0.75,0.46,11,11,15,10,27,11,11,30,0,1,0,0,0,4,7,True
DEN,MIN,51,26,22,54,-1.0,6,3,5,13,0.5897,-0.4211,3,11,11,8,0.49,0.36,0.77,0.46,0.48,0.34,0.77,0.46,15,12,15,11,29,12,11,29,-1,0,-1,-1,19,20,-23,False
GS,SAC,27,49,16,59,0.3333,3,9,3,8,0.1053,-0.4054,14,9,13,2,0.5,0.39,0.79,0.48,0.49,0.38,0.77,0.47,14,13,15,13,30,14,12,30,0,0,2,3,9,3,-5,False
IND,OKC,32,44,21,54,-1.0,3,6,3,14,0.1892,-0.2632,11,11,10,5,0.49,0.39,0.78,0.46,0.5,0.36,0.75,0.47,13,11,14,10,32,15,11,31,0,1,2,2,-8,-12,-18,False
LAC,LAL,18,58,60,16,1.0,3,12,7,2,-0.4595,0.7297,11,4,0,8,0.49,0.39,0.74,0.46,0.5,0.37,0.75,0.47,11,11,14,11,30,15,11,31,0,1,3,2,19,20,3,True
NY,TOR,29,47,30,45,0.3333,3,6,6,7,-0.0256,-0.0811,9,5,4,2,0.51,0.36,0.77,0.47,0.49,0.37,0.81,0.47,11,10,14,11,32,13,10,31,1,2,2,3,2,-4,-9,False
PHI,NJ,40,35,31,45,1.0,7,4,4,5,0.2308,-0.1579,7,7,12,8,0.49,0.35,0.77,0.47,0.48,0.38,0.78,0.45,12,12,15,11,28,13,11,30,0,-1,0,0,-4,-6,29,True
PHO,DAL,42,34,45,31,0.3333,6,6,5,5,0.3333,0.5,5,10,8,17,0.53,0.39,0.76,0.5,0.5,0.36,0.8,0.47,13,10,15,11,28,12,11,31,-1,1,3,3,4,13,24,True
POR,HOU,48,27,48,28,0.0,6,3,6,3,0.6316,0.5789,8,16,9,17,0.5,0.37,0.79,0.47,0.48,0.37,0.78,0.46,12,10,13,10,26,13,11,31,1,1,3,4,-12,-26,14,True
SA,CLE,49,26,61,15,1.0,6,3,13,2,0.3684,0.9459,6,11,3,11,0.49,0.38,0.75,0.46,0.49,0.36,0.78,0.46,9,11,11,8,31,12,10,30,1,3,4,5,-8,-12,20,True
UTA,NO,46,30,47,28,-1.0,12,4,7,4,0.641,0.4211,9,13,5,9,0.5,0.37,0.78,0.48,0.49,0.37,0.8,0.46,14,10,16,11,28,13,10,30,1,1,3,3,10,5,-14,False
ATL,TOR,43,34,30,46,-0.3333,7,4,6,7,0.4872,-0.1053,9,10,4,2,0.5,0.36,0.75,0.47,0.49,0.37,0.81,0.47,11,10,13,10,28,13,10,31,1,2,2,3,4,-1,-8,False
LAL,SAC,61,16,16,60,-0.3333,7,2,3,8,0.7368,-0.4211,0,8,13,2,0.5,0.37,0.75,0.47,0.49,0.38,0.77,0.47,11,13,14,12,29,14,12,30,0,0,2,3,10,12,-18,False
MIN,LAC,22,55,18,59,0.0,5,13,3,12,-0.4359,-0.4595,12,8,11,4,0.48,0.34,0.77,0.45,0.49,0.38,0.73,0.46,12,11,13,10,31,14,11,30,2,2,2,1,-20,-25,-10,False
NO,MIA,47,29,41,36,-1.0,7,4,4,3,0.3846,0.3684,5,9,17,18,0.49,0.37,0.8,0.46,0.49,0.38,0.75,0.47,11,11,12,9,29,13,10,31,0,1,2,3,-27,-11,-6,False
NY,CHI,30,47,37,40,0.0,3,6,4,5,-0.0256,0.3514,9,5,14,12,0.51,0.36,0.77,0.47,0.49,0.36,0.79,0.46,11,11,14,11,32,13,12,30,0,2,2,4,-11,-16,7,True
ORL,HOU,57,19,49,28,1.0,7,2,6,3,0.5789,0.5897,4,15,9,17,0.48,0.36,0.73,0.45,0.49,0.37,0.78,0.46,13,10,13,9,32,13,11,31,1,2,3,4,4,-1,10,True
PHI,CHA,40,36,34,43,0.3333,7,4,6,7,0.2308,0.1,7,7,7,7,0.49,0.35,0.77,0.47,0.49,0.36,0.76,0.47,11,11,15,11,28,15,10,29,0,1,1,3,11,17,3,True
POR,MEM,48,28,22,54,-1.0,6,3,4,12,0.6316,-0.2632,8,16,10,6,0.5,0.37,0.79,0.47,0.49,0.36,0.77,0.47,12,12,13,10,26,14,10,29,1,1,2,1,11,8,-3,False
SA,OKC,49,27,21,55,0.3333,6,3,3,14,0.3684,-0.2821,7,11,10,5,0.49,0.38,0.75,0.46,0.5,0.36,0.75,0.47,9,11,11,8,31,15,11,31,0,1,1,2,13,15,-10,False
ATL,MIL,44,34,32,46,-0.3333,7,4,3,5,0.4872,0.0526,9,10,14,10,0.5,0.37,0.75,0.47,0.49,0.37,0.78,0.46,11,13,12,10,28,14,11,30,0,2,1,3,4,-1,-8,False
DET,NY,37,40,30,48,0.3333,7,8,3,6,0.0256,-0.0256,7,5,10,5,0.48,0.33,0.75,0.46,0.51,0.36,0.77,0.47,11,11,11,10,29,14,11,33,1,0,1,1,7,-1,-27,False
MEM,ORL,22,55,57,20,-1.0,4,12,7,2,-0.2821,0.5789,10,6,4,15,0.49,0.37,0.77,0.47,0.48,0.36,0.73,0.45,12,11,14,10,28,13,10,32,1,2,2,2,12,2,3,True
MIN,GS,23,55,28,49,0.3333,5,13,3,9,-0.4359,0.1053,12,9,14,9,0.48,0.34,0.77,0.45,0.5,0.39,0.78,0.48,12,13,13,10,31,14,12,32,1,2,5,6,-6,-11,-8,False
NJ,BOS,32,45,58,19,1.0,4,5,19,4,-0.1282,0.6842,12,9,5,9,0.48,0.38,0.78,0.45,0.48,0.37,0.77,0.46,13,12,13,9,29,14,10,29,0,-1,1,2,11,17,2,True
OKC,DEN,21,56,52,26,1.0,3,14,7,3,-0.3,0.5897,10,5,3,11,0.49,0.36,0.75,0.47,0.49,0.36,0.77,0.46,12,13,14,11,29,15,11,29,1,1,2,3,-1,-3,10,True
PHO,NO,42,35,48,29,1.0,6,6,7,4,0.3333,0.3846,5,10,5,9,0.53,0.4,0.76,0.5,0.49,0.37,0.8,0.46,13,10,15,11,28,13,10,30,0,0,2,2,22,30,-5,False
POR,SA,49,28,50,27,-0.3333,6,3,6,3,0.6316,0.3684,8,17,7,12,0.5,0.37,0.79,0.47,0.49,0.38,0.75,0.46,12,9,13,10,26,11,9,32,0,0,1,1,12,2,-12,False
TOR,IND,30,47,33,44,-0.3333,6,7,3,6,-0.1282,0.1892,4,2,11,12,0.49,0.37,0.81,0.47,0.49,0.39,0.78,0.46,11,12,13,10,30,14,11,33,0,1,2,3,4,-1,29,True
UTA,DAL,47,30,46,31,-0.3333,12,4,5,5,0.641,0.5135,9,13,8,18,0.5,0.37,0.78,0.48,0.5,0.36,0.81,0.47,14,10,16,11,28,12,11,31,0,1,3,4,-27,-11,29,True
WAS,CLE,18,60,62,15,-0.3333,2,8,13,2,-0.35,0.9474,14,1,3,11,0.49,0.37,0.77,0.47,0.49,0.36,0.78,0.46,11,11,14,10,29,12,10,30,1,3,5,5,-10,-3,12,True
DEN,LAL,53,26,62,16,0.3333,8,3,7,2,0.6,0.7368,3,11,0,8,0.49,0.36,0.77,0.46,0.5,0.37,0.75,0.47,14,11,15,11,29,14,11,31,0,1,3,1,-3,5,14,True
HOU,SAC,50,28,16,61,-1.0,6,3,3,8,0.6,-0.4359,9,17,13,2,0.48,0.37,0.78,0.46,0.49,0.38,0.77,0.47,11,13,13,10,30,14,12,30,0,0,2,2,9,8,-17,False
PHI,CHI,40,37,38,40,-0.3333,7,4,4,5,0.2308,0.3684,7,7,14,12,0.49,0.35,0.77,0.47,0.48,0.36,0.79,0.46,12,11,15,11,28,13,12,30,0,2,2,4,14,-2,14,True
CHA,OKC,35,43,21,57,-1.0,6,7,3,14,0.122,-0.3,7,7,10,5,0.5,0.36,0.76,0.47,0.5,0.36,0.75,0.47,12,11,14,10,27,15,11,31,0,1,1,2,14,-2,3,True
CLE,PHI,63,15,40,38,-1.0,13,2,7,4,0.9487,0.2308,3,11,7,7,0.49,0.36,0.78,0.46,0.5,0.35,0.77,0.47,11,11,13,10,29,14,12,28,1,2,3,4,11,20,-10,False
HOU,GS,51,28,28,50,-1.0,6,3,3,9,0.6,0.0769,9,17,14,9,0.48,0.37,0.78,0.46,0.5,0.39,0.78,0.48,11,13,13,10,30,14,12,32,1,2,5,5,5,-11,-4,False
IND,ATL,34,44,45,34,0.3333,3,6,7,4,0.2105,0.4872,11,12,9,10,0.49,0.39,0.78,0.46,0.5,0.36,0.75,0.47,13,11,14,10,32,13,11,30,0,2,3,4,26,41,4,True
LAL,POR,63,16,50,28,-0.3333,7,2,6,3,0.7436,0.6316,0,8,8,17,0.5,0.37,0.75,0.47,0.5,0.37,0.79,0.47,11,10,14,12,30,12,11,28,2,3,5,4,0,7,8,True
MIA,BOS,41,37,59,19,0.3333,4,3,19,4,0.3333,0.6923,17,18,5,9,0.49,0.37,0.75,0.46,0.48,0.37,0.77,0.46,12,12,13,10,29,14,10,29,0,-1,1,2,-10,-6,7,True
NJ,DET,32,46,38,40,-0.3333,4,5,7,8,-0.1282,0.0256,13,9,7,5,0.48,0.38,0.78,0.45,0.48,0.33,0.75,0.46,13,11,13,9,29,11,11,30,0,1,0,0,7,3,7,True
NO,DAL,48,30,47,31,-1.0,7,4,5,5,0.35,0.5263,6,9,8,18,0.49,0.37,0.8,0.46,0.5,0.36,0.81,0.47,11,10,12,9,29,12,11,31,0,1,3,4,2,-10,8,True
NY,ORL,30,49,58,20,1.0,3,6,7,2,-0.05,0.5897,10,5,4,16,0.51,0.36,0.77,0.47,0.48,0.36,0.73,0.45,11,11,14,11,32,13,10,32,1,2,2,2,-24,-28,-10,False
PHO,MEM,43,35,22,56,-1.0,6,6,4,12,0.3333,-0.2821,5,11,10,6,0.53,0.4,0.76,0.5,0.5,0.36,0.77,0.47,13,12,15,11,28,14,10,29,1,1,2,1,2,-10,17,True
SAC,LAC,16,62,18,60,-1.0,3,8,3,12,-0.45,-0.4737,13,2,11,4,0.49,0.38,0.77,0.47,0.48,0.38,0.73,0.46,14,11,15,10,29,14,11,30,2,2,2,1,5,-11,31,True
UTA,SA,47,31,50,28,1.0,12,4,6,3,0.641,0.3333,10,13,8,12,0.51,0.37,0.78,0.48,0.49,0.38,0.75,0.46,14,9,16,11,28,11,9,32,1,0,1,1,16,19,6,True
WAS,TOR,18,61,30,48,1.0,2,8,6,7,-0.35,-0.1282,14,1,4,2,0.49,0.36,0.77,0.47,0.49,0.37,0.82,0.47,11,10,14,10,29,13,10,31,1,2,2,3,11,20,-2,False
CHA,CHI,35,44,39,40,-1.0,6,7,4,5,0.122,0.3846,8,7,14,12,0.5,0.36,0.76,0.47,0.49,0.36,0.8,0.46,11,11,14,10,27,13,12,30,0,2,2,4,11,3,7,True
DET,IND,39,40,34,45,-0.3333,7,8,3,6,0.05,0.2105,7,5,11,12,0.48,0.33,0.75,0.46,0.49,0.39,0.78,0.47,11,12,11,10,29,14,11,33,1,1,3,3,16,10,4,True
GS,UTA,28,51,47,32,0.3333,3,9,12,4,0.05,0.641,14,9,10,13,0.5,0.39,0.79,0.48,0.51,0.37,0.78,0.48,14,12,15,13,30,14,11,30,2,3,6,6,-3,-7,-10,False
OKC,MIL,22,57,32,47,1.0,3,14,3,5,-0.2683,0.0256,10,5,14,10,0.5,0.36,0.75,0.47,0.49,0.37,0.78,0.46,12,13,14,11,29,14,10,30,0,2,1,3,11,3,17,True
ORL,NJ,58,21,32,47,-1.0,7,2,4,5,0.55,-0.1282,5,16,13,9,0.48,0.36,0.73,0.45,0.48,0.38,0.78,0.45,13,12,13,9,32,13,11,30,0,0,0,1,2,-7,10,True
PHO,MIN,43,36,24,55,0.0,6,6,5,13,0.3333,-0.4359,6,11,12,9,0.53,0.4,0.76,0.5,0.48,0.34,0.77,0.45,13,12,15,11,28,12,11,29,-1,-1,-2,-1,8,16,-13,False
POR,LAC,51,28,19,60,-0.3333,6,3,3,12,0.641,-0.4359,8,17,11,4,0.5,0.37,0.79,0.47,0.49,0.38,0.73,0.46,12,11,13,10,26,14,11,30,2,2,2,1,-4,4,-15,False
BOS,CLE,60,19,64,15,-0.3333,19,4,13,2,0.7,0.9487,5,9,3,11,0.48,0.37,0.78,0.46,0.49,0.35,0.78,0.46,12,11,15,10,29,12,10,30,1,3,5,5,7,7,31,True
DAL,NO,48,31,48,31,0.3333,5,5,7,4,0.5385,0.35,8,18,6,9,0.5,0.36,0.81,0.47,0.49,0.37,0.8,0.46,11,10,13,10,30,13,10,30,1,1,2,2,10,16,10,True
MEM,LAL,23,56,63,17,1.0,4,12,7,2,-0.25,0.7436,10,6,0,8,0.5,0.36,0.77,0.47,0.5,0.37,0.75,0.47,12,11,15,10,28,14,12,31,0,1,3,2,8,16,17,True
NY,MIA,31,49,41,38,0.0,3,6,4,3,-0.05,0.3333,10,5,17,18,0.51,0.36,0.77,0.47,0.49,0.38,0.75,0.46,11,11,14,11,32,13,10,31,0,1,2,3,2,-7,17,True
PHI,TOR,40,39,30,49,-0.3333,7,4,6,7,0.2,-0.15,7,7,4,2,0.5,0.34,0.77,0.47,0.49,0.37,0.81,0.47,12,10,15,11,28,12,10,31,1,2,2,3,-6,-6,7,True
SA,SAC,51,28,16,63,-1.0,6,3,3,8,0.35,-0.45,8,13,13,2,0.49,0.38,0.75,0.46,0.5,0.38,0.77,0.47,9,13,11,8,31,14,12,30,0,0,2,2,8,5,-3,False
CHA,NJ,35,45,33,47,0.0,6,7,4,5,0.122,-0.1,8,7,13,9,0.5,0.36,0.76,0.47,0.48,0.38,0.78,0.45,11,12,15,10,27,13,11,30,0,0,0,1,2,-5,4,True
CHI,DET,40,40,39,41,-0.3333,4,5,7,8,0.4,0.05,14,12,7,5,0.49,0.36,0.8,0.46,0.48,0.33,0.75,0.46,13,11,15,12,29,11,11,30,0,1,0,0,2,-5,-3,False
CLE,IND,65,15,35,45,-0.3333,13,2,3,6,0.95,0.2308,3,11,11,13,0.49,0.36,0.78,0.46,0.49,0.39,0.78,0.47,12,12,13,10,29,14,11,33,1,1,3,3,19,26,-8,False
LAC,UTA,19,61,47,33,1.0,3,12,12,4,-0.45,0.6,12,4,10,13,0.49,0.38,0.73,0.46,0.5,0.37,0.78,0.48,11,12,14,11,30,14,11,30,2,3,5,6,-15,-7,21,True
MEM,PHO,23,57,44,36,0.3333,4,12,6,6,-0.25,0.3333,11,6,6,12,0.5,0.36,0.77,0.47,0.53,0.4,0.76,0.5,12,12,15,10,28,14,11,30,2,3,4,4,11,11,9,True
MIN,DAL,24,56,48,32,1.0,5,13,5,5,-0.45,0.5385,12,9,8,18,0.48,0.34,0.77,0.45,0.5,0.36,0.81,0.47,12,10,13,10,31,12,11,31,0,1,4,4,-14,-17,2,True
NO,HOU,49,31,52,28,0.3333,7,4,6,3,0.3659,0.6,6,9,9,17,0.49,0.37,0.8,0.46,0.48,0.37,0.78,0.46,11,10,12,9,29,12,11,31,1,2,3,4,1,0,20,True
OKC,POR,22,58,52,28,0.3333,3,14,6,3,-0.2683,0.641,11,5,8,17,0.5,0.36,0.75,0.47,0.5,0.37,0.79,0.47,12,10,14,11,29,12,11,28,2,3,4,4,5,21,30,True
ORL,MIL,58,22,33,47,-1.0,7,2,3,5,0.55,0.05,5,16,14,10,0.48,0.36,0.73,0.45,0.49,0.37,0.78,0.46,13,13,13,9,31,14,10,30,0,2,1,3,10,9,18,True
SA,GS,52,28,29,51,-1.0,6,3,3,9,0.35,0.05,8,13,14,9,0.49,0.38,0.75,0.46,0.5,0.39,0.79,0.48,9,13,11,8,31,14,12,32,1,2,4,5,7,3,-29,False
SAC,DEN,16,64,53,27,0.3333,3,8,8,3,-0.4634,0.6,13,2,3,11,0.49,0.38,0.77,0.47,0.49,0.36,0.77,0.46,14,13,15,10,29,14,11,30,1,1,2,3,7,3,20,True
TOR,WAS,31,49,19,61,0.0,6,7,2,8,-0.122,-0.35,4,2,14,1,0.49,0.37,0.82,0.47,0.49,0.36,0.77,0.47,11,11,13,10,30,13,12,29,1,2,1,2,0,1,-1,False
BOS,PHI,60,20,40,40,-1.0,19,4,7,5,0.7,0.2,5,9,7,7,0.48,0.37,0.77,0.46,0.5,0.34,0.77,0.47,12,11,15,10,29,14,11,28,1,2,2,4,19,26,-2,False
MIA,ATL,42,38,46,34,0.3333,4,3,7,4,0.35,0.5,17,18,9,10,0.49,0.38,0.75,0.47,0.5,0.37,0.75,0.47,12,11,13,10,29,13,11,30,0,2,3,4,-2,6,2,True
UTA,LAL,48,33,64,17,0.0,12,4,7,2,0.6098,0.75,10,13,0,9,0.5,0.37,0.78,0.48,0.5,0.36,0.75,0.47,14,11,16,10,28,14,12,31,0,1,3,2,13,19,13,True
ATL,MEM,47,34,23,58,-1.0,7,4,4,12,0.5122,-0.25,9,10,11,6,0.5,0.37,0.75,0.47,0.5,0.36,0.77,0.47,11,12,13,10,28,14,10,29,1,1,2,1,4,0,8,True
CHA,ORL,35,46,58,23,1.0,6,7,7,3,0.122,0.55,8,7,5,16,0.49,0.36,0.76,0.46,0.48,0.36,0.73,0.45,12,11,14,10,27,13,10,32,0,2,2,2,2,-5,25,True
DEN,POR,54,27,53,28,-0.3333,8,3,6,3,0.6098,0.65,3,12,8,17,0.49,0.36,0.77,0.46,0.5,0.37,0.79,0.47,15,10,15,11,29,12,11,28,2,3,5,4,4,7,28,True
DET,MIA,39,42,42,39,0.3333,7,8,4,3,0.0244,0.35,7,5,18,18,0.48,0.33,0.75,0.46,0.49,0.38,0.75,0.47,11,11,11,10,29,13,10,31,0,1,2,3,8,6,6,True
GS,PHO,29,52,45,36,0.3333,3,9,6,6,0.0244,0.35,15,9,6,12,0.5,0.38,0.78,0.48,0.53,0.39,0.75,0.5,14,12,15,13,30,14,11,30,2,3,4,4,-19,-30,4,True
HOU,DAL,53,28,49,32,-0.3333,6,3,5,5,0.6098,0.55,9,17,8,19,0.48,0.37,0.78,0.46,0.5,0.36,0.81,0.47,11,10,13,10,29,12,11,31,0,1,3,4,12,21,11,True
MIL,IND,34,47,35,46,-0.3333,3,5,3,6,0.0732,0.2,14,10,12,13,0.49,0.37,0.77,0.46,0.49,0.39,0.78,0.47,14,12,15,10,29,14,11,33,1,1,3,3,7,11,7,True
NJ,NY,34,47,31,50,-0.3333,4,5,3,6,-0.0732,-0.05,13,9,11,5,0.48,0.38,0.78,0.45,0.51,0.36,0.77,0.47,13,11,13,9,29,14,11,33,1,0,0,1,2,-5,29,True
NO,SA,49,32,53,28,-0.3333,7,4,6,3,0.3659,0.35,7,9,8,13,0.49,0.37,0.8,0.46,0.49,0.38,0.75,0.46,11,9,12,9,29,11,9,32,1,0,1,1,12,21,7,True
OKC,LAC,22,59,19,62,1.0,3,14,3,12,-0.2683,-0.45,11,5,12,4,0.5,0.36,0.75,0.47,0.49,0.38,0.73,0.46,12,11,14,11,29,13,11,30,2,2,2,1,31,30,-41,False
PHI,CLE,40,41,66,15,1.0,7,6,13,2,0.1707,0.95,7,7,3,11,0.5,0.34,0.77,0.47,0.49,0.36,0.78,0.46,12,11,15,12,27,12,10,30,1,3,5,5,8,5,-1,False
SAC,MIN,16,65,24,57,-0.3333,3,9,5,13,-0.4634,-0.45,13,2,12,9,0.49,0.38,0.77,0.47,0.48,0.34,0.77,0.45,14,12,15,10,29,12,11,29,-1,-1,-2,-1,4,7,-7,False
TOR,CHI,32,49,41,40,-0.3333,6,7,5,5,-0.122,0.4,4,2,14,12,0.5,0.37,0.82,0.47,0.49,0.36,0.79,0.46,11,11,13,10,30,13,12,30,0,2,2,4,0,8,-11,False
WAS,BOS,19,62,61,20,1.0,2,8,19,4,-0.3659,0.7,15,1,5,10,0.49,0.36,0.77,0.47,0.48,0.37,0.77,0.46,11,12,14,11,29,14,10,29,0,-1,1,2,0,8,8,True
BOS,CLE,62,20,66,16,0.0,19,4,13,2,0.7073,0.9024,5,10,3,11,0.48,0.37,0.77,0.46,0.49,0.36,0.78,0.46,12,11,15,10,29,12,10,30,1,3,5,5,5,-4,-6,False
HOU,POR,53,29,54,28,-0.3333,6,3,6,3,0.6098,0.6585,9,17,8,17,0.48,0.37,0.78,0.46,0.5,0.37,0.79,0.47,11,10,13,10,30,12,11,28,2,3,5,5,-8,-5,9,True
LAC,LAL,19,63,65,17,1.0,3,12,7,2,-0.4634,0.7561,12,4,0,9,0.49,0.38,0.73,0.46,0.5,0.37,0.75,0.47,11,12,14,11,30,14,11,31,0,1,3,2,-21,-29,7,True
WAS,DAL,19,63,50,32,1.0,2,8,5,5,-0.3659,0.561,15,1,8,19,0.49,0.36,0.76,0.47,0.5,0.36,0.81,0.47,11,10,14,10,29,12,11,31,0,1,3,4,5,-4,-11,False
CHA,BOS,35,47,63,20,0.3333,6,7,19,4,0.122,0.7073,8,7,5,10,0.49,0.36,0.76,0.46,0.48,0.37,0.77,0.46,11,12,14,10,27,14,10,29,0,-1,1,2,19,19,33,True
CLE,TOR,66,17,33,49,-1.0,13,2,6,7,0.8571,-0.122,3,11,4,2,0.49,0.36,0.78,0.46,0.49,0.36,0.81,0.47,12,10,13,10,29,13,10,31,1,2,2,3,-6,-7,10,True
DET,MEM,39,43,24,58,0.0,7,8,4,12,0.0244,-0.2195,7,5,11,6,0.48,0.34,0.75,0.46,0.5,0.36,0.77,0.47,11,12,11,10,29,14,10,29,1,1,2,1,5,6,-22,False
HOU,GS,53,30,29,53,-1.0,6,3,3,9,0.6098,0.0244,9,17,15,9,0.48,0.37,0.79,0.46,0.5,0.38,0.78,0.47,11,13,13,10,29,14,12,32,1,2,4,5,13,19,-1,False
IND,ATL,36,46,47,35,0.5,3,6,7,4,0.2195,0.5122,12,14,9,10,0.49,0.39,0.78,0.47,0.5,0.37,0.75,0.47,13,11,14,11,32,13,11,30,0,2,3,4,7,-16,11,True
NJ,MIN,34,48,24,58,0.0,4,5,5,13,-0.0732,-0.4634,13,9,12,9,0.48,0.38,0.78,0.45,0.48,0.34,0.77,0.45,13,12,13,9,29,12,11,29,-1,-1,-2,-1,12,23,2,True
NO,SA,49,33,54,28,0.0,7,4,6,3,0.3659,0.3659,7,9,8,13,0.49,0.36,0.8,0.46,0.49,0.38,0.75,0.46,11,9,12,9,29,11,9,32,1,0,1,1,-2,1,17,True
NY,MIA,32,50,43,39,0.3333,3,6,4,3,-0.0244,0.3659,11,6,18,19,0.51,0.36,0.77,0.47,0.49,0.38,0.75,0.47,11,11,14,11,32,13,10,31,0,1,2,3,12,23,22,True
PHI,ORL,41,41,59,23,1.0,7,6,7,3,0.1707,0.561,7,7,5,16,0.5,0.34,0.77,0.47,0.48,0.36,0.73,0.45,11,11,15,12,27,13,10,32,1,2,2,3,12,5,14,True
PHO,LAC,46,36,19,64,-1.0,6,6,3,12,0.3659,-0.4634,6,12,12,4,0.53,0.39,0.75,0.5,0.49,0.38,0.73,0.46,13,11,15,11,28,14,11,30,2,2,2,1,0,-4,-2,False
SAC,OKC,17,65,23,59,0.3333,3,9,3,14,-0.4634,-0.2683,13,2,11,5,0.49,0.38,0.77,0.47,0.5,0.36,0.75,0.47,14,11,15,10,29,15,11,31,0,1,1,2,-2,-14,13,True
UTA,DEN,48,34,54,28,0.0,12,4,8,3,0.6098,0.6098,11,13,4,12,0.5,0.37,0.78,0.48,0.49,0.36,0.77,0.46,14,13,16,10,28,14,11,30,1,1,2,3,1,8,9,True
DEN,POR,55,28,55,28,0.0,8,3,7,3,0.619,0.6667,4,13,8,17,0.49,0.36,0.77,0.46,0.5,0.37,0.8,0.47,14,10,15,11,29,12,11,28,2,4,5,5,-1,2,-3,False
SA,CHI,55,28,41,41,-1.0,6,3,5,5,0.381,0.3659,8,13,14,12,0.49,0.38,0.75,0.46,0.48,0.36,0.79,0.46,9,11,11,8,31,13,12,30,0,1,2,4,18,20,7,True
CHI,BOS,42,41,64,20,0.3333,5,5,19,4,0.381,0.7143,14,13,5,10,0.48,0.36,0.79,0.46,0.48,0.37,0.77,0.46,13,12,15,12,30,14,10,29,0,0,1,2,1,10,28,True
CLE,MIN,66,18,25,58,-1.0,13,3,5,13,0.8571,-0.4286,3,11,12,9,0.49,0.36,0.77,0.46,0.48,0.34,0.77,0.45,12,12,13,10,29,12,11,29,-1,-1,-2,-1,18,7,-17,False
DAL,LAL,50,33,66,17,1.0,5,5,7,2,0.5238,0.7619,8,19,0,9,0.5,0.36,0.81,0.47,0.5,0.37,0.75,0.47,11,11,12,10,30,14,12,31,1,1,3,2,-6,-3,-14,False
GS,PHO,29,54,47,36,0.5,3,9,6,6,0.0,0.3659,15,9,6,12,0.5,0.38,0.78,0.48,0.53,0.4,0.75,0.5,14,12,15,13,30,14,11,30,2,3,4,4,10,-6,22,True
LAC,UTA,19,65,48,35,1.0,3,12,12,4,-0.4762,0.6098,12,4,11,13,0.49,0.38,0.73,0.46,0.5,0.37,0.78,0.48,11,12,14,11,30,14,11,30,2,3,6,6,0,2,13,True
MIA,IND,44,39,36,47,0.3333,4,3,3,6,0.381,0.2195,18,19,13,14,0.49,0.38,0.75,0.47,0.49,0.39,0.78,0.47,12,12,13,10,29,14,11,33,0,1,2,3,9,28,-13,False
MIL,PHI,34,48,41,42,1.0,3,5,7,6,0.0732,0.1707,14,10,8,7,0.49,0.37,0.78,0.46,0.5,0.35,0.77,0.47,14,11,15,11,29,14,11,28,1,2,3,4,7,-16,13,True
NY,CHA,32,51,35,48,0.0,3,6,6,7,-0.0244,0.122,12,6,8,7,0.51,0.36,0.77,0.47,0.49,0.36,0.76,0.46,11,11,14,11,32,15,10,29,0,2,1,3,9,28,2,True
OKC,DET,24,59,40,43,0.0,3,14,7,8,-0.2381,0.0244,11,5,7,5,0.5,0.36,0.75,0.47,0.48,0.33,0.75,0.46,12,11,14,11,29,11,11,30,0,1,0,0,17,21,-8,False
ORL,NJ,60,23,34,49,-0.3333,7,3,4,5,0.5714,-0.0732,5,16,13,9,0.48,0.37,0.73,0.45,0.48,0.37,0.78,0.45,12,12,13,9,31,13,11,30,0,0,0,1,23,31,-10,False
SAC,NO,17,66,49,34,0.5,3,9,7,4,-0.4634,0.3659,14,2,7,9,0.49,0.38,0.77,0.47,0.49,0.36,0.8,0.46,14,10,15,10,29,13,10,30,1,1,3,3,17,21,5,True
TOR,MEM,34,49,24,59,0.0,6,7,4,12,-0.0952,-0.2381,4,2,12,6,0.49,0.36,0.81,0.47,0.5,0.36,0.77,0.47,11,12,13,10,30,14,10,29,1,1,2,1,18,7,8,True
WAS,ATL,20,63,48,35,1.0,2,8,7,4,-0.3659,0.5238,15,1,9,11,0.49,0.36,0.76,0.47,0.5,0.37,0.75,0.47,11,11,14,10,29,13,11,30,0,2,3,4,-6,-3,11,True
