DATE,AWAY_NAME,HOME_NAME,AWAY_2PA,AWAY_2PM,AWAY_3PA,AWAY_3PM,AWAY_FTA,AWAY_FTM,AWAY_TO,AWAY_ORB,AWAY_DRB,HOME_2PA,HOME_2PM,HOME_3PA,HOME_3PM,HOME_FTA,HOME_FTM,HOME_TO,HOME_ORB,HOME_DRB,AWAY_PTS_Q1,HOME_PTS_Q1,AWAY_PTS_Q2,HOME_PTS_Q2,AWAY_PTS_Q3,HOME_PTS_Q3,AWAY_PTS_Q4,HOME_PTS_Q4,AWAY_PTS_FINAL,HOME_PTS_FINAL,HOME_WIN
2010-01-25,IND,PHI,61,35,22,8,22,15,16,9,32,64,28,18,8,26,18,14,11,28,25,29,56,59,80,76,109,98,109,98,False
2010-01-25,LAC,BOS,68,26,12,5,28,22,16,11,37,58,30,14,4,34,23,14,5,38,19,17,44,43,59,64,89,95,89,95,True
2010-01-25,NO,POR,49,26,19,9,22,19,13,5,28,67,32,17,8,13,9,14,12,27,31,23,47,49,72,73,98,97,98,97,False
2010-01-25,ORL,MEM,43,20,35,13,18,15,19,13,24,70,32,12,6,26,17,20,14,31,23,22,50,52,79,77,94,99,94,99,True
2010-01-25,PHO,UTA,54,24,30,17,23,16,12,7,24,64,37,20,7,37,29,11,13,35,24,24,69,58,96,91,115,124,115,124,True
2010-01-26,CHA,PHO,71,34,21,7,30,25,12,20,28,53,24,34,15,17,16,19,12,29,26,33,48,54,77,83,98,98,114,109,False
2010-01-26,GS,SAC,71,26,23,4,42,32,12,16,33,77,31,15,4,33,25,21,19,49,18,23,38,49,60,73,96,99,96,99,True
2010-01-26,LAL,WAS,53,35,22,9,22,18,9,4,29,67,36,20,7,14,10,12,15,28,30,29,60,44,87,72,115,103,115,103,False
2010-01-26,MIL,DAL,57,31,18,9,22,18,12,8,24,62,31,18,10,17,16,13,9,27,27,28,53,59,77,83,107,108,107,108,True
2010-01-26,MIN,NY,68,31,17,9,23,16,22,12,32,53,30,40,17,25,21,13,11,33,16,40,45,68,64,96,105,132,105,132,True
2010-01-27,ATL,SA,68,30,20,5,24,15,7,12,33,76,36,16,4,28,21,9,19,41,21,36,44,66,74,87,90,105,90,105,True
2010-01-27,CHI,OKC,73,35,17,6,8,8,17,14,39,65,24,19,7,23,17,14,11,29,28,30,56,47,68,66,96,86,96,86,False
2010-01-27,DEN,HOU,55,28,17,4,39,29,17,8,38,64,29,19,7,19,13,16,9,30,16,31,50,51,72,74,97,92,97,92,False
2010-01-27,LAC,NJ,57,27,19,5,28,18,18,13,25,64,36,13,5,18,16,16,8,34,20,23,41,51,64,71,87,103,87,103,True
2010-01-27,LAL,IND,75,39,22,5,30,25,10,20,42,65,32,28,7,14,11,11,11,31,31,29,59,56,92,78,118,96,118,96,False
2010-01-27,MEM,DET,69,29,8,5,28,26,12,13,31,75,38,10,2,19,11,10,17,22,27,21,56,50,79,74,99,93,99,93,False
2010-01-27,MIA,TOR,68,35,22,5,21,18,7,12,23,71,42,10,4,22,15,14,11,35,34,23,60,57,81,85,103,111,103,111,True
2010-01-27,MIN,CLE,82,33,13,4,23,17,8,14,21,57,35,16,5,28,24,16,8,34,26,27,48,60,66,85,95,109,95,109,True
2010-01-27,NO,GS,69,39,17,6,29,27,24,14,32,69,38,20,7,18,13,20,8,23,33,30,62,55,96,75,123,110,123,110,False
2010-01-27,PHI,MIL,64,34,14,2,21,14,18,16,35,72,32,13,5,21,12,9,12,23,19,20,46,48,69,72,88,91,88,91,True
2010-01-27,UTA,POR,48,32,15,6,35,24,21,8,36,68,28,24,5,28,24,9,19,19,37,16,63,46,85,75,106,95,106,95,False
2010-01-28,BOS,ORL,48,23,26,12,18,12,15,6,26,53,26,20,6,40,26,16,17,30,34,23,51,40,72,61,94,96,94,96,True
2010-01-28,DAL,PHO,66,36,16,5,23,19,9,8,26,58,31,15,9,31,23,15,9,28,34,25,59,55,90,84,106,112,106,112,True
2010-01-28,TOR,NY,60,33,21,7,26,19,21,11,41,64,31,23,7,24,21,14,9,32,20,34,49,53,79,81,106,104,106,104,False
2010-01-29,BOS,ATL,62,28,12,3,30,26,17,7,28,63,31,15,6,27,20,14,7,32,22,23,41,53,73,74,91,100,91,100,True
2010-01-29,CHA,GS,63,31,18,10,39,29,16,12,36,66,42,19,3,29,17,9,8,24,24,28,65,59,92,80,121,110,121,110,False
2010-01-29,CHI,NO,78,36,13,5,27,21,15,9,43,77,27,22,12,19,16,13,13,37,30,29,57,50,88,77,102,102,108,106,False
2010-01-29,CLE,IND,47,25,22,7,44,23,23,9,52,67,25,25,6,5,5,12,7,31,36,18,58,44,77,64,94,73,94,73,False
2010-01-29,DEN,OKC,46,17,21,10,22,20,23,4,27,72,37,9,5,18,12,14,10,29,26,27,45,51,60,79,84,101,84,101,True
2010-01-29,LAC,MIN,71,34,23,5,27,14,12,15,26,64,35,18,8,22,17,14,7,40,20,34,37,56,73,82,97,111,97,111,True
2010-01-29,LAL,PHI,66,34,15,3,27,22,10,9,27,69,32,11,4,20,15,20,13,31,19,18,51,42,76,67,99,91,99,91,False
2010-01-29,MEM,SA,64,33,9,4,23,19,14,5,27,68,34,19,8,18,12,14,13,25,21,28,50,53,70,77,97,104,97,104,True
2010-01-29,MIA,DET,58,25,15,10,17,12,18,17,35,62,25,4,1,19,12,13,7,18,26,23,47,36,71,48,92,65,92,65,False
2010-01-29,POR,HOU,60,29,21,8,21,18,14,9,29,57,30,18,5,43,29,12,11,31,28,18,47,49,71,78,100,104,100,104,True
2010-01-29,SAC,UTA,56,28,20,5,26,23,16,9,28,60,31,12,4,40,27,16,10,31,20,22,46,49,63,73,94,101,94,101,True
2010-01-29,WAS,NJ,59,29,17,3,17,14,19,15,25,61,28,5,2,25,17,18,7,25,18,26,46,47,63,66,81,79,81,79,False
2010-01-30,ATL,ORL,60,25,21,7,20,15,10,5,29,49,32,23,7,27,19,11,6,37,18,21,44,49,63,77,86,104,86,104,True
2010-01-30,CHA,SAC,65,34,16,5,29,20,14,8,35,64,29,22,10,13,8,16,11,31,29,33,56,54,90,67,103,96,103,96,False
2010-01-30,MIA,MIL,56,23,22,6,28,20,15,14,29,59,27,16,7,25,20,17,12,34,21,23,38,56,58,71,84,95,84,95,True
2010-01-30,NO,MEM,70,36,14,4,31,25,13,13,30,78,40,21,3,18,13,14,23,31,18,33,42,61,76,81,97,97,109,102,False
2010-01-30,NY,WAS,64,32,21,6,22,14,9,11,29,77,33,21,11,10,7,16,24,35,19,36,44,50,69,82,96,106,96,106,True
2010-01-30,POR,DAL,76,43,10,3,25,19,12,7,32,75,35,14,7,22,21,15,10,32,26,21,44,47,73,69,103,103,114,112,False
2010-01-31,DEN,SA,57,28,12,9,25,20,19,7,34,62,31,17,3,21,18,15,9,24,21,23,45,41,75,68,103,89,103,89,False
2010-01-31,GS,OKC,66,31,13,6,29,24,18,9,22,66,35,10,4,41,30,19,14,31,26,29,55,54,75,87,104,112,104,112,True
2010-01-31,IND,TOR,55,29,27,10,20,14,11,5,27,67,43,16,7,16,10,14,8,36,29,32,59,63,86,95,102,117,102,117,True
2010-01-31,LAC,CLE,64,28,19,7,19,12,14,13,29,52,24,27,16,24,18,11,7,36,20,46,39,67,67,83,89,114,89,114,True
2010-01-31,LAL,BOS,59,31,14,4,22,16,16,8,28,53,28,20,6,19,15,18,10,29,30,19,47,52,66,73,90,89,90,89,False
2010-01-31,NY,MIN,60,26,28,9,16,12,13,9,27,65,34,19,8,25,20,18,16,42,26,23,46,49,72,82,91,112,91,112,True
2010-01-31,ORL,DET,42,20,22,10,32,21,14,4,34,63,26,16,5,25,19,12,12,31,29,21,48,45,64,65,91,86,91,86,False
2010-01-31,PHI,NJ,75,28,10,3,29,18,12,14,33,59,25,22,7,10,8,18,11,39,22,25,46,48,69,60,83,79,83,79,False
2010-01-31,PHO,HOU,69,37,14,3,35,32,19,9,46,72,29,34,11,29,20,8,18,28,28,21,60,48,79,73,100,100,115,111,False
2010-02-01,BOS,WAS,54,31,8,3,36,28,17,4,35,62,27,10,1,36,31,14,9,26,24,23,48,54,74,78,99,88,99,88,False
2010-02-01,CHA,POR,41,20,23,6,24,21,21,11,21,55,33,20,7,13,11,18,13,26,19,29,43,51,65,72,79,98,79,98,True
2010-02-01,DAL,UTA,67,32,11,4,18,16,15,9,25,65,35,14,4,25,22,15,13,30,26,24,46,53,76,77,92,104,92,104,True
2010-02-01,LAL,MEM,53,26,20,8,27,17,15,5,34,65,29,17,5,32,22,10,12,37,24,24,50,52,71,70,93,95,93,95,True
2010-02-01,MIL,MIA,57,32,16,5,22,18,17,9,38,55,22,22,6,28,19,12,11,27,21,17,54,38,76,59,97,81,97,81,False
2010-02-01,PHO,NO,62,37,21,6,23,17,16,10,34,72,35,18,6,16,12,11,11,27,30,31,59,46,85,70,109,100,109,100,False
2010-02-01,SAC,DEN,63,33,19,7,24,22,19,8,40,68,37,21,4,38,26,9,5,28,26,26,64,50,78,73,99,99,109,112,True
2010-02-02,ATL,OKC,61,30,14,6,25,21,10,9,26,66,32,15,5,32,27,7,17,28,22,22,49,49,72,79,99,106,99,106,True
2010-02-02,DET,NJ,74,35,8,3,24,18,9,10,29,58,29,15,4,28,23,13,8,32,24,29,43,48,71,67,97,93,97,93,False
2010-02-02,GS,HOU,74,35,24,6,15,9,6,10,25,64,36,22,7,31,26,16,12,45,25,39,49,59,68,83,97,119,97,119,True
2010-02-02,LAC,CHI,68,31,14,6,17,10,15,7,35,64,25,15,5,21,17,20,11,36,31,26,50,42,78,63,90,82,90,82,False
2010-02-02,MEM,CLE,78,33,14,2,23,17,14,13,27,63,35,18,5,24,20,18,10,33,16,28,37,55,62,86,89,105,89,105,True
2010-02-02,MIL,ORL,69,26,22,7,19,9,9,14,30,55,24,16,9,34,24,14,6,43,26,23,36,50,57,75,82,99,82,99,True
2010-02-02,TOR,IND,72,33,20,8,34,25,16,14,32,60,35,24,9,35,33,15,9,37,34,32,53,58,86,100,115,130,115,130,True
2010-02-03,CHA,LAL,62,31,20,6,22,17,14,18,27,67,33,17,6,20,15,7,16,22,21,19,47,49,67,72,97,99,97,99,True
2010-02-03,CHI,PHI,64,30,22,8,25,19,19,10,31,71,40,15,5,19,11,16,9,34,25,26,51,45,70,71,94,94,103,106,True
2010-02-03,GS,DAL,61,32,16,6,27,19,21,15,25,62,38,17,5,21,19,17,7,24,21,32,48,62,75,81,101,110,101,110,True
2010-02-03,LAC,ATL,71,32,18,7,18,12,13,14,35,65,30,14,6,28,25,9,6,36,23,17,46,41,72,69,97,103,97,103,True
2010-02-03,MIA,BOS,50,29,23,9,22,17,13,6,25,60,31,16,6,39,27,17,15,26,26,27,51,53,74,74,102,107,102,107,True
2010-02-03,NJ,TOR,72,32,17,7,17,14,13,13,30,59,27,19,10,29,24,13,9,31,22,28,56,57,78,83,99,108,99,108,True
2010-02-03,OKC,NO,61,37,12,5,17,14,18,5,38,68,33,23,8,11,9,9,10,27,22,22,58,52,82,76,103,99,103,99,False
2010-02-03,PHO,DEN,69,34,18,9,15,14,13,12,35,65,31,14,4,33,23,10,8,31,28,22,60,49,86,72,109,97,109,97,False
2010-02-03,POR,UTA,68,29,19,8,28,23,10,16,22,54,37,13,5,32,29,12,4,31,27,29,52,60,77,88,105,118,105,118,True
2010-02-03,SA,SAC,71,40,13,4,28,23,15,11,27,64,36,22,9,19,14,13,11,23,31,29,61,60,88,83,115,113,115,113,False
2010-02-03,WAS,NY,57,32,20,5,7,6,14,4,27,70,37,18,9,8,6,10,14,33,22,22,45,41,65,72,85,107,85,107,True
2010-02-04,MIA,CLE,70,32,17,4,14,10,13,15,25,50,29,20,5,36,29,15,11,32,28,29,52,56,73,81,86,102,86,102,True
2010-02-04,SA,POR,67,33,17,4,22,15,6,10,26,63,33,13,6,18,12,14,10,35,24,26,53,51,74,66,93,96,93,96,True
2010-02-05,CHI,ATL,66,33,10,0,20,15,14,9,31,70,31,18,8,11,5,8,14,30,20,27,46,50,70,64,81,91,81,91,True
2010-02-05,DEN,LAL,62,33,22,15,21,15,13,8,33,72,36,26,8,20,17,12,18,30,30,30,59,64,94,89,126,113,126,113,False
2010-02-05,DET,IND,74,30,13,4,14,11,13,14,28,52,31,27,10,19,15,16,11,36,20,24,37,52,56,76,83,107,83,107,True
2010-02-05,HOU,MEM,64,32,25,7,21,16,16,19,31,75,33,9,1,20,14,18,11,24,25,25,50,44,75,66,101,83,101,83,False
2010-02-05,MIL,NY,68,34,24,10,20,16,12,12,33,67,32,20,7,29,22,11,14,29,29,26,54,59,90,81,114,107,114,107,False
2010-02-05,MIN,DAL,61,32,22,12,20,17,19,7,33,63,26,19,9,35,29,15,14,28,32,29,57,61,89,80,117,108,117,108,False
2010-02-05,NJ,BOS,52,25,16,5,27,22,15,8,25,57,31,15,5,25,19,15,7,29,25,29,55,51,73,72,87,96,87,96,True
2010-02-05,PHI,NO,66,32,13,6,25,19,15,11,35,58,26,21,11,14,9,12,7,29,25,23,56,47,76,70,101,94,101,94,False
2010-02-05,PHO,SAC,56,31,22,7,39,31,12,11,33,68,33,13,3,40,27,11,14,28,39,24,66,51,96,71,114,102,114,102,False
2010-02-05,WAS,ORL,65,30,14,4,22,20,20,9,43,61,25,22,7,25,20,11,8,33,13,32,35,50,74,67,92,91,92,91,False
2010-02-06,DEN,UTA,67,33,16,4,34,28,20,10,29,64,35,17,5,40,31,13,11,27,28,38,55,66,86,93,106,116,106,116,True
2010-02-06,IND,MIL,51,26,18,6,13,11,20,4,29,53,25,26,9,21,16,12,10,33,21,31,46,53,63,70,81,93,81,93,True
2010-02-06,LAL,POR,65,33,19,8,15,9,10,12,35,53,26,18,5,19,15,10,2,28,26,29,54,48,73,64,99,82,99,82,False
2010-02-06,MEM,MIN,73,39,14,6,8,6,14,7,29,67,38,14,7,19,12,7,8,25,27,17,53,47,78,76,102,109,102,109,True
2010-02-06,MIA,CHI,61,27,21,7,19,16,18,12,40,74,32,8,1,35,28,11,8,33,27,23,42,49,69,69,91,95,91,95,True
2010-02-06,NJ,DET,59,26,15,8,21,16,12,10,25,61,30,12,8,21,15,13,10,26,18,26,47,56,71,78,92,99,92,99,True
2010-02-06,NO,CHA,55,30,22,9,21,17,10,6,31,59,30,18,7,27,18,11,6,29,21,26,43,53,79,74,104,99,104,99,False
2010-02-06,NY,CLE,51,29,27,12,12,12,14,6,27,58,33,22,11,17,14,13,8,25,24,44,54,74,80,94,106,113,106,113,True
2010-02-06,OKC,GS,76,32,14,6,24,22,17,12,37,65,29,23,8,21,13,23,12,36,26,27,52,50,88,73,104,95,104,95,False
2010-02-06,PHI,HOU,48,25,24,10,23,22,16,5,34,58,25,25,9,24,18,15,15,26,26,22,47,57,70,76,102,95,102,95,False
2010-02-06,SA,LAC,58,26,28,11,17,13,12,9,32,66,30,9,1,20,18,21,7,35,28,10,49,27,82,62,98,81,98,81,False
2010-02-07,ORL,BOS,45,20,22,11,29,23,15,6,32,67,30,16,5,19,14,12,12,28,23,24,40,51,76,62,96,89,96,89,False
2010-02-07,SAC,TOR,71,32,14,5,36,25,12,18,28,65,40,17,6,23,17,15,9,30,24,31,59,62,87,84,104,115,104,115,True
2010-02-08,DAL,GS,49,25,22,12,46,41,16,6,33,65,34,20,8,29,25,15,11,29,29,34,61,70,90,98,127,117,127,117,False
2010-02-08,NO,ORL,71,37,18,9,19,16,12,7,26,57,33,26,12,28,21,14,6,35,32,28,70,55,94,87,117,123,117,123,True
2010-02-08,SA,LAL,70,31,12,4,18,15,13,10,32,73,32,14,6,26,19,10,12,33,34,28,47,50,68,73,89,101,89,101,True
2010-02-09,ATL,MEM,58,34,16,7,25,19,15,10,27,66,36,14,4,12,10,13,10,22,27,30,53,55,82,75,108,94,108,94,False
2010-02-09,CHI,IND,68,37,13,4,33,23,16,7,37,73,33,19,7,19,14,16,12,32,29,28,57,60,81,86,109,101,109,101,False
2010-02-09,DAL,DEN,55,22,21,7,28,26,15,6,22,61,37,18,11,23,20,17,10,37,21,32,39,65,70,103,91,127,91,127,True
2010-02-09,DET,MIL,72,32,12,5,17,14,11,17,29,63,24,19,6,19,15,15,21,26,20,9,45,38,64,62,93,81,93,81,False
2010-02-09,HOU,MIA,68,22,18,4,15,10,16,14,33,64,34,15,7,13,10,11,4,42,16,24,31,56,55,80,66,99,66,99,True
2010-02-09,MIN,PHI,61,30,15,6,26,19,19,7,25,66,41,14,5,25,22,16,8,31,23,30,51,73,76,97,97,119,97,119,True
2010-02-09,NJ,CLE,63,33,11,5,20,16,13,13,21,56,32,18,7,29,19,9,11,24,27,26,49,55,72,78,97,104,97,104,True
2010-02-09,OKC,POR,57,26,16,5,28,22,13,9,32,57,28,20,3,14,12,24,12,35,23,17,41,41,59,61,89,77,89,77,False
2010-02-09,SAC,NY,77,38,19,7,28,21,16,18,41,65,35,29,7,33,23,10,10,29,26,33,52,56,76,84,105,105,118,114,False
2010-02-09,UTA,LAC,68,38,15,4,28,21,11,13,28,52,28,20,5,38,28,16,13,26,29,26,52,56,80,84,109,99,109,99,False
2010-02-09,WAS,CHA,63,29,18,6,20,16,10,11,28,58,31,16,4,27,20,13,8,34,27,24,49,50,70,73,92,94,92,94,True
2010-02-10,BOS,NO,64,33,8,1,27,16,23,5,32,57,26,18,8,21,17,24,9,38,27,29,55,43,67,72,85,93,85,93,True
2010-02-10,CHA,MIN,53,27,22,9,18,12,16,10,35,64,30,21,9,9,5,9,10,24,37,24,56,43,80,70,93,92,93,92,False
2010-02-10,LAC,GS,73,30,15,7,26,21,11,13,23,57,36,22,13,28,21,13,6,36,20,38,46,64,74,110,102,132,102,132,True
2010-02-10,LAL,UTA,64,31,13,5,24,19,18,9,34,62,31,13,2,25,13,17,9,28,31,18,56,41,76,57,96,81,96,81,False
2010-02-10,MIA,ATL,65,36,16,5,11,7,12,13,30,53,23,19,4,25,18,14,12,23,20,27,43,42,67,64,94,76,94,76,False
2010-02-10,MIL,NJ,72,37,14,6,12,5,14,13,34,67,25,7,4,22,15,17,9,31,20,26,44,44,68,60,97,77,97,77,False
2010-02-10,ORL,CHI,47,25,32,12,25,21,17,8,43,68,28,19,4,23,19,13,10,31,41,17,67,45,89,64,107,87,107,87,False
2010-02-10,PHI,TOR,59,31,22,4,22,19,19,9,35,74,37,11,3,31,21,14,11,32,24,30,41,50,63,78,93,104,93,104,True
2010-02-10,POR,PHO,68,42,9,3,19,15,12,6,29,61,31,22,8,19,15,15,9,26,30,20,60,44,83,67,108,101,108,101,False
2010-02-10,SAC,DET,61,32,15,7,23,18,17,11,30,75,32,11,3,27,24,12,15,26,20,22,55,56,78,79,103,97,103,97,False
2010-02-11,ORL,CLE,49,26,26,10,31,24,13,8,28,64,35,20,9,25,18,7,11,29,23,37,63,66,83,87,106,115,106,115,True
2010-02-11,SA,DEN,58,32,19,9,30,20,17,12,33,60,28,19,3,36,27,15,10,22,32,29,54,45,83,70,111,92,111,92,False
2010-02-16,BOS,SAC,57,21,23,9,31,26,13,8,37,64,23,20,9,30,19,12,11,37,30,30,57,52,76,69,95,92,95,92,False
2010-02-16,DAL,OKC,72,23,21,7,23,19,14,15,38,65,28,17,7,30,22,9,9,42,26,16,54,56,65,78,86,99,86,99,True
2010-02-16,GS,LAL,57,25,27,10,19,14,17,3,33,63,32,22,6,31,22,19,11,42,24,36,51,54,73,79,94,104,94,104,True
2010-02-16,LAC,POR,55,29,20,7,15,8,21,14,26,57,27,18,10,32,25,9,8,25,20,26,38,49,65,78,87,109,87,109,True
2010-02-16,MIA,PHI,70,37,12,5,20,16,13,13,39,75,32,12,1,17,11,8,12,25,23,21,46,35,79,52,105,78,105,78,False
2010-02-16,MIN,DET,57,28,13,3,33,20,17,8,30,68,42,18,4,21,12,14,10,34,31,25,52,52,65,85,85,108,85,108,True
2010-02-16,NJ,CHA,67,37,14,5,20,14,18,12,35,62,29,19,5,26,21,14,11,25,31,27,52,52,82,73,103,94,103,94,False
2010-02-16,NY,CHI,56,21,25,7,28,22,14,11,27,73,47,13,5,13,9,10,5,44,28,29,50,64,68,95,85,118,85,118,True
2010-02-16,PHO,MEM,69,35,13,6,29,21,14,10,40,71,24,19,8,37,23,12,15,31,27,30,63,55,87,74,109,95,109,95,False
2010-02-16,UTA,HOU,69,39,10,2,24,20,21,10,33,53,21,26,11,22,20,24,11,27,28,23,49,55,76,74,104,95,104,95,False
2010-02-17,ATL,LAC,72,43,7,0,33,24,9,8,24,52,29,21,8,17,10,24,8,28,29,26,56,44,81,75,110,92,110,92,False
2010-02-17,CHI,NY,80,40,10,3,33,26,13,18,34,60,30,32,12,16,13,11,12,28,25,27,53,64,82,84,115,109,115,109,False
2010-02-17,DET,ORL,71,31,9,3,27,20,16,11,28,53,32,29,10,26,22,11,9,31,25,30,55,56,77,83,91,116,91,116,True
2010-02-17,HOU,MIL,49,26,23,16,37,27,17,5,38,76,33,18,5,25,18,13,15,27,20,20,57,52,100,66,127,99,127,99,False
2010-02-17,MEM,TOR,72,34,11,6,33,23,10,7,40,72,37,17,3,23,19,8,9,33,28,16,49,47,71,69,97,97,109,102,False
2010-02-17,MIA,NJ,60,24,14,5,34,24,12,12,40,69,29,15,1,28,23,11,15,33,23,22,51,45,70,66,87,84,87,84,False
2010-02-17,MIN,WAS,68,33,11,5,23,18,19,14,29,72,35,16,7,28,17,15,18,29,31,25,54,52,75,86,99,108,99,108,True
2010-02-17,PHO,DAL,58,32,22,5,25,18,19,12,32,72,36,15,5,27,20,11,16,29,23,28,49,56,68,82,97,107,97,107,True
2010-02-17,SA,IND,75,28,24,7,17,13,13,17,39,64,30,19,5,15,12,13,8,39,24,28,51,45,69,67,90,87,90,87,False
2010-02-17,SAC,GS,72,33,18,5,24,17,17,15,35,73,38,24,12,21,18,10,9,39,29,30,45,72,76,107,98,130,98,130,True
2010-02-17,UTA,NO,61,35,9,3,22,19,22,6,36,67,25,21,9,18,13,18,11,26,17,23,41,43,72,71,98,90,98,90,False
2010-02-18,BOS,LAL,69,32,15,5,13,8,11,8,35,66,29,16,4,25,16,12,12,38,30,27,53,48,76,69,87,86,87,86,False
2010-02-18,DEN,CLE,84,41,16,5,26,21,5,16,32,63,36,23,7,40,23,11,9,35,31,21,52,44,75,79,106,106,118,116,False
2010-02-19,ATL,PHO,62,27,14,3,25,17,15,9,27,64,35,18,2,17,12,17,14,36,23,26,50,49,66,70,80,88,80,88,True
2010-02-19,BOS,POR,57,33,16,6,23,12,17,5,28,53,20,12,2,40,30,18,10,25,32,25,56,38,73,61,96,76,96,76,False
2010-02-19,CHI,MIN,73,36,15,2,31,22,11,16,34,68,31,17,7,20,11,14,9,34,30,29,55,58,77,76,100,94,100,94,False
2010-02-19,CLE,CHA,53,20,29,12,25,17,10,9,28,56,32,19,9,25,19,14,8,39,32,27,50,50,68,82,93,110,93,110,True
2010-02-19,DAL,ORL,69,33,15,5,18,14,11,8,37,62,32,25,4,12,9,13,12,35,23,33,42,47,65,69,95,85,95,85,False
2010-02-19,DEN,WAS,59,28,13,4,37,29,12,9,31,73,35,14,5,25,22,10,14,33,25,28,60,52,82,73,97,107,97,107,True
2010-02-19,IND,NO,63,29,27,10,15,13,10,6,29,66,32,18,7,32,22,20,15,41,19,31,43,62,71,83,101,107,101,107,True
2010-02-19,MIA,MEM,70,30,20,8,23,16,20,9,42,69,29,20,5,18,14,21,9,36,21,14,46,31,63,57,76,76,100,87,False
2010-02-19,MIL,DET,57,22,24,9,26,20,14,12,28,62,32,6,1,20,18,17,5,32,23,29,50,46,72,65,91,85,91,85,False
2010-02-19,SA,PHI,65,31,21,5,19,17,12,11,28,75,40,8,2,23,20,13,9,37,26,25,52,45,76,73,94,106,94,106,True
2010-02-19,TOR,NJ,60,37,12,6,25,14,18,4,36,60,25,19,8,23,15,14,7,26,32,21,56,41,82,71,106,89,106,89,False
2010-02-19,UTA,GS,68,30,21,8,24,16,15,14,34,57,21,21,8,25,23,22,10,38,28,31,59,41,85,65,100,89,100,89,False
2010-02-20,CHA,MIL,63,27,12,6,19,16,17,8,30,55,23,24,9,26,20,16,11,33,16,24,39,54,62,73,88,93,88,93,True
2010-02-20,IND,HOU,73,35,20,11,31,22,14,11,35,65,30,25,12,29,19,16,14,35,27,30,54,65,90,90,125,115,125,115,False
2010-02-20,MIA,DAL,61,30,19,7,10,10,17,12,31,57,30,16,3,33,28,7,9,27,27,21,52,44,64,71,91,97,91,97,True
2010-02-20,OKC,NY,76,38,13,5,41,30,18,16,35,65,38,29,8,23,18,17,9,33,25,31,52,57,82,80,105,105,121,118,False
2010-02-20,PHI,CHI,67,27,19,6,25,18,15,16,33,80,36,15,8,32,26,4,17,36,23,25,39,58,69,88,90,122,90,122,True
2010-02-20,SAC,LAC,63,31,14,4,25,15,17,5,27,57,24,22,11,21,18,24,10,35,22,21,45,60,68,77,89,99,89,99,True
2010-02-20,WAS,TOR,77,37,14,6,18,12,14,16,18,60,31,13,7,32,26,14,14,24,32,34,57,64,88,85,104,109,104,109,True
2010-02-21,ATL,GS,73,35,15,5,28,19,14,13,30,72,42,12,3,21,15,13,9,31,24,21,52,51,90,73,104,108,104,108,True
2010-02-21,BOS,DEN,72,43,13,2,24,13,14,8,29,57,31,21,9,40,25,14,12,29,19,37,47,54,73,82,105,114,105,114,True
2010-02-21,CLE,ORL,66,35,16,3,25,16,14,9,34,53,29,20,8,27,19,11,6,28,18,25,43,49,75,74,95,101,95,101,True
2010-02-21,HOU,NO,67,33,25,7,14,7,17,13,35,65,31,20,6,27,22,14,10,38,16,24,39,50,62,74,94,102,94,102,True
2010-02-21,MEM,NJ,81,36,9,5,20,17,15,19,23,66,35,21,4,19,12,20,21,23,20,36,47,58,78,74,104,94,104,94,False
2010-02-21,OKC,MIN,75,36,12,5,23,22,16,14,32,77,37,17,6,21,15,14,15,29,30,23,62,51,86,80,109,107,109,107,False
2010-02-21,SA,DET,60,28,21,6,33,27,12,8,24,65,31,17,6,40,29,13,16,33,24,24,45,45,67,69,93,93,101,109,True
2010-02-21,SAC,PHO,64,31,10,4,21,14,18,9,27,78,35,11,6,22,16,11,20,29,27,25,54,51,69,75,88,104,88,104,True
2010-02-21,UTA,POR,68,29,15,4,34,23,17,16,36,68,25,20,6,29,21,12,21,32,14,27,38,50,60,73,83,83,93,89,False
2010-02-22,ATL,UTA,56,31,16,8,25,19,8,7,26,68,37,17,4,21,14,11,19,24,28,24,54,51,74,75,105,100,105,100,False
2010-02-22,CHA,LAC,56,29,22,5,28,21,13,10,24,53,27,23,9,25,17,18,15,33,23,30,50,53,74,71,94,98,94,98,True
2010-02-22,CHI,WAS,66,31,12,5,25,18,14,10,26,69,38,12,3,19,16,16,12,31,26,25,56,46,72,77,95,101,95,101,True
2010-02-22,IND,DAL,61,28,23,3,23,17,14,4,42,69,28,14,4,31,23,13,7,46,20,29,41,49,61,72,82,91,82,91,True
2010-02-22,MIL,NY,68,33,18,4,8,5,18,16,45,53,21,24,5,14,10,15,6,29,27,20,47,41,63,55,83,67,83,67,False
2010-02-23,DET,SAC,66,41,11,4,14,7,12,8,26,59,28,13,4,29,21,13,8,26,29,26,54,42,83,58,101,89,101,89,False
2010-02-23,LAL,MEM,59,31,17,6,26,19,17,7,30,69,34,14,5,20,15,18,8,34,27,16,53,48,76,81,99,98,99,98,False
2010-02-23,MIN,MIA,64,26,14,8,19,15,21,10,37,58,25,22,8,16,14,13,7,29,24,15,45,41,68,58,91,88,91,88,False
2010-02-23,NO,CLE,61,35,17,4,13,13,12,5,34,57,32,25,8,24,17,8,8,28,16,28,56,53,76,82,95,105,95,105,True
2010-02-23,NY,BOS,52,32,28,10,17,12,18,8,30,63,39,16,5,22,17,13,6,31,27,38,60,64,91,94,106,110,106,110,True
